Background
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
10	4	4	4	4	4	4	4	4	4	4	7	7	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	6	6	6	4	4	4	4	7	7	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	6	6	6	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	4	4	4	4	4	4	4	4	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
1	3	3	3	3	3	3	3	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	0	0	0	0	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	1	3	3	3	3	1	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1
0	0	0	0	0	0	0	0	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1
